JUNC,SURF,LITE,VEH1TYPE,VEH2TYPE,Hour,VEH1AGE,VEH2AGE,VEH1RESTRAINT,VEH2RESTRAINT,VEH1TESTRESULT,VEH2TESTRESULT,StateFunctionalClassCode,NumofGroupofFirstCollisionType,VEH1AIRBAG,VEH2AIRBAG,VEH1CCCODE1,VEH2CCCODE1,Injury
4,1,1,1,2,10,35,21,4,4,0,0,U2,5,1,0,18,16,0
1,1,1,2,1,15,43,73,0,4,0,0,U3,9,1,1,7,18,0
4,1,1,6,1,15,48,77,2,4,0,0,U5,11,1,1,5,18,0
4,1,1,1,0,14,20,0,4,0,0,0,U1,2,1,0,18,0,0
1,1,1,1,1,8,21,43,4,4,0,0,U3,9,1,0,7,18,1
4,1,1,1,0,11,16,0,4,0,0,0,U5,2,1,0,23,0,0
4,2,1,1,0,9,24,0,4,0,0,0,R3,2,1,0,4,0,0
4,2,1,1,1,10,26,83,4,4,0,0,U2,3,4,1,18,18,0
5,1,1,1,1,11,41,22,4,4,0,0,U1,9,1,1,23,18,1
4,1,6,1,0,18,56,0,4,0,0,0,R1,3,1,0,18,0,0
4,1,6,2,0,18,22,0,4,0,0,0,R1,3,1,0,18,0,0
4,1,6,12,0,0,54,0,0,0,0.03,0,R1,3,0,0,18,0,4
4,1,6,1,0,18,58,0,4,0,0,0,R1,3,1,0,18,0,0
1,1,1,1,3,17,24,59,4,4,0,0,U1,1,1,1,5,18,0
1,1,1,2,2,10,18,38,4,4,0,0,U2,9,1,1,23,18,0
7,1,1,1,2,15,58,58,4,4,0,0,R2,9,0,1,4,18,0
7,1,4,1,1,19,20,36,0,0,0,0,U1,9,1,1,7,18,1
3,1,1,2,2,8,36,29,4,4,0,0,U1,1,5,1,23,18,0
1,1,1,2,2,18,33,49,4,4,0,0,U1,9,1,1,18,18,0
1,1,4,1,1,18,22,41,4,4,0,0,U1,1,1,1,10,18,0
5,1,1,1,1,16,31,64,4,4,0,0,U5,11,1,1,23,18,0
1,1,1,1,1,12,26,33,4,4,0,0,U5,10,1,1,10,18,0
4,1,1,4,1,12,60,52,4,4,0,0,U1,11,0,1,23,18,0
1,1,1,0,1,13,0,52,0,4,0,0,U2,9,0,1,17,23,0
1,1,1,1,1,15,16,45,4,4,0,0,U2,9,1,1,7,18,0
4,1,1,2,2,6,45,53,4,4,0,0,U5,11,1,1,52,5,0
4,1,1,1,12,8,27,55,4,0,0,0,U5,9,4,0,23,18,1
4,2,1,1,2,14,65,26,4,4,0,0,U5,9,1,1,7,7,1
1,2,2,1,0,7,52,21,4,0,0,0,U1,8,1,0,22,18,1
1,1,1,1,2,14,37,51,4,4,0,0,U5,11,1,1,51,51,0
4,1,1,2,1,15,22,39,4,4,0,0,R1,9,0,4,23,18,1
4,1,1,1,2,9,0,36,0,4,0,0,U1,11,1,1,32,18,0
4,1,6,1,0,18,75,0,4,0,0,0,U1,3,4,0,18,0,0
1,1,1,1,1,14,54,31,0,4,0,0,U1,4,4,1,18,5,1
5,1,1,2,2,9,28,42,4,4,0,0,U2,9,0,0,17,18,1
1,1,1,1,2,16,32,22,0,0,0,0,U2,9,1,1,23,18,0
1,1,1,7,3,7,0,44,0,4,0,0,U1,1,0,1,51,18,0
4,1,6,2,0,22,52,0,0,0,0,0,U1,2,1,0,1,0,3
4,1,6,2,0,18,50,0,4,0,0,0,U1,3,4,0,18,0,0
4,1,1,2,2,17,18,42,4,4,0,0,U1,9,1,1,23,52,0
4,1,1,2,1,18,69,37,4,4,0,0,U1,9,4,1,7,18,1
4,1,1,2,1,16,22,0,4,0,0,0,U5,11,1,0,18,17,1
1,1,1,1,1,16,37,45,4,4,0,0,U1,9,1,1,23,18,0
4,1,1,1,2,16,33,30,4,4,0,0,U5,9,1,1,18,18,0
1,1,6,1,2,18,18,48,2,4,0,0,R3,10,1,0,23,18,1
1,1,1,2,1,16,40,16,4,4,0,0,U1,1,1,1,52,52,0
4,1,1,1,2,15,28,23,4,4,0,0,U2,9,1,0,7,52,0
1,1,4,2,1,20,73,21,4,4,0,0,U5,4,1,0,5,18,0
1,1,1,1,1,14,73,56,4,4,0,0,U1,1,1,1,11,18,0
1,2,4,2,1,20,53,40,0,2,0,0,U1,9,0,1,23,18,0
5,1,1,1,2,17,22,26,4,4,0,0,U1,9,1,1,23,18,0
1,1,1,2,2,11,32,68,4,4,0,0,U1,9,1,1,49,18,0
4,2,1,2,1,13,48,33,4,4,0,0,U1,9,1,1,4,18,0
1,1,1,2,1,14,50,46,4,4,0,0,U1,9,1,1,7,18,0
4,1,1,1,2,15,71,65,4,4,0,0,R1,5,1,0,18,17,0
1,1,1,1,2,10,87,49,4,4,0,0,R1,9,1,0,23,18,1
3,1,1,2,1,16,24,49,4,4,0,0,U1,1,1,1,5,18,0
4,1,1,1,2,11,45,88,4,4,0,0,R3,9,1,1,7,18,1
4,2,1,1,2,15,35,19,4,4,0,0,U5,9,4,1,4,18,0
4,1,1,1,6,13,34,26,4,4,0,0,U5,10,1,1,23,18,0
4,2,1,1,0,13,20,0,4,0,0,0,U5,2,1,0,4,0,0
4,1,6,2,1,7,63,23,4,4,0,0,U5,9,5,5,23,18,0
4,2,1,2,1,9,42,25,4,4,0,0,U5,11,1,1,5,18,0
4,1,1,1,1,15,58,59,4,4,0,0,U5,9,1,1,4,18,0
1,1,1,2,1,9,81,39,4,4,0,0,U5,9,1,1,18,23,1
4,1,1,1,1,10,24,34,4,4,0,0,U5,9,1,1,4,18,0
4,1,1,1,1,13,22,38,4,4,0,0,U5,11,1,1,52,52,0
4,1,1,1,2,13,87,41,4,4,0,0,U5,11,1,1,5,18,0
4,1,1,1,2,10,22,24,4,4,0,0,U5,9,1,1,4,52,0
4,1,1,2,2,14,45,35,4,4,0,0,U5,9,1,1,7,18,0
1,2,4,2,1,21,25,51,4,4,0,0,U2,1,1,1,4,18,0
3,1,1,2,0,14,33,43,4,0,0,0,U1,8,1,0,22,18,1
1,2,2,1,1,7,29,26,0,4,0,0,U1,9,0,1,23,18,0
1,1,1,2,1,7,16,23,4,4,0,0,R1,9,1,1,23,18,1
4,1,6,2,0,21,44,0,4,0,0,0,R1,3,1,0,52,0,0
5,2,1,1,2,8,68,45,4,4,0,0,U1,10,1,1,20,18,0
7,2,1,2,1,8,25,25,4,4,0,0,U1,9,0,1,7,18,0
1,1,1,2,1,14,54,72,4,4,0,0,U2,11,1,1,5,18,0
4,1,1,2,6,15,16,33,4,4,0,0,U5,11,1,1,51,18,0
4,1,1,2,2,15,24,53,4,4,0,0,U5,9,1,0,7,18,0
4,1,6,2,0,6,68,0,4,0,0,0,U5,3,1,0,18,0,0
4,1,6,2,1,7,29,53,4,4,0,0,U5,9,5,1,4,18,1
4,1,6,2,2,7,36,43,4,4,0,0,U5,9,1,1,4,18,0
4,1,1,1,1,7,27,54,4,4,0,0,U5,9,1,1,4,52,0
4,1,1,1,2,8,43,46,4,4,0,0,U5,9,4,0,4,52,0
4,2,4,2,2,7,54,48,4,4,0,0,U5,9,1,1,7,18,0
4,2,1,1,2,7,29,55,4,4,0,0,U5,9,1,1,7,18,0
4,1,1,1,0,15,32,0,4,0,0,0,U5,2,4,0,23,0,0
4,2,6,2,3,7,55,29,4,4,0,0,R1,9,1,1,23,18,1
1,1,1,1,1,7,18,40,4,4,0,0,U2,4,4,4,23,18,1
4,1,1,2,1,7,17,26,4,4,0,0,U5,9,1,1,4,18,0
1,2,2,1,1,7,32,48,4,4,0,0,U1,9,1,1,7,18,0
4,1,1,1,2,10,81,29,4,4,0,0,U5,9,1,1,4,18,0
4,1,1,1,1,9,28,32,1,4,0,0,U5,9,5,1,23,18,1
4,1,1,2,1,12,62,61,4,4,0,0,U5,9,1,1,23,18,0
4,1,1,2,2,9,44,42,4,4,0,0,U5,9,1,1,4,18,1
4,1,1,1,1,14,52,60,4,4,0,0,U5,9,1,1,23,18,0
4,1,1,1,1,9,28,43,4,4,0,0,U5,9,1,1,23,18,0
4,1,1,2,2,11,65,76,4,4,0,0,U5,9,1,1,4,18,0
1,1,1,12,1,14,44,35,0,4,0,0,U1,11,0,1,18,4,3
1,1,4,5,1,19,69,20,4,4,0,0,U1,1,1,1,5,18,0
3,1,1,1,0,11,64,21,4,0,0,0,U1,8,1,0,22,18,1
4,2,1,1,1,15,26,32,4,4,0,0,U1,9,1,1,4,18,0
1,2,1,2,1,8,52,56,4,4,0,0,U1,9,1,1,4,18,1
3,2,1,1,1,8,21,22,4,4,0,0,U1,4,1,1,23,18,1
1,1,1,2,2,15,19,40,4,4,0,0,U1,1,1,1,5,18,0
4,2,1,1,0,11,66,0,4,0,0,0,U1,2,1,0,4,0,0
1,2,1,1,2,13,60,28,4,4,0,0,U1,9,1,1,10,18,0
1,2,1,2,1,12,0,55,0,4,0,0,U1,9,0,1,17,18,0
1,2,1,1,1,10,65,64,4,4,0,0,U1,9,1,1,23,18,1
4,1,6,2,0,18,57,0,4,0,0,0,R1,3,1,0,52,0,0
4,1,6,1,0,21,18,0,4,0,0,0,U5,11,0,0,18,17,0
1,1,4,1,1,21,31,18,4,1,0,0,U1,9,1,1,1,18,0
4,2,1,1,2,16,39,74,4,4,0,0,U1,9,4,1,7,18,1
1,2,1,1,2,16,29,39,4,4,0,0,U1,4,1,1,5,18,0
4,1,1,1,1,17,57,33,4,4,0,0,U5,9,1,1,4,18,0
4,1,1,1,2,17,26,65,4,4,0,0,U5,9,1,1,7,18,1
4,1,6,2,2,20,36,40,4,4,0,0,U5,9,5,1,23,18,0
4,1,4,2,0,19,53,0,4,0,0,0,U5,2,1,0,17,0,0
4,2,4,1,1,18,23,38,4,4,0,0,U5,9,1,1,4,18,0
4,1,3,1,2,18,47,20,4,4,0,0,U5,9,1,1,18,4,0
1,2,4,2,2,21,0,41,0,4,0,0,U1,9,0,1,4,18,0
4,1,4,0,1,18,0,60,0,4,0,0,U1,5,0,1,17,18,0
4,1,1,1,6,16,21,31,4,4,0,0,U5,9,1,0,14,18,0
4,1,1,2,1,17,25,67,4,4,0,0,U1,9,1,1,2,18,0
1,2,4,1,0,22,21,0,4,0,0,0,U1,2,1,0,4,0,0
1,1,1,1,2,16,46,25,2,4,0,0,U1,9,0,1,18,2,0
2,2,1,1,2,14,33,0,4,0,0,0,U2,9,1,0,7,17,0
4,2,6,6,0,3,32,0,4,0,0,0,R5,2,1,0,17,0,0
4,2,1,1,1,17,57,42,4,4,0,0,U5,11,1,1,5,18,0
4,1,1,1,1,16,48,34,4,4,0,0,U1,9,1,1,17,23,0
1,1,1,1,1,12,38,18,4,4,0,0,U1,1,2,1,5,18,0
1,2,6,2,2,18,28,57,4,4,0,0,U1,9,1,1,23,18,0
1,1,4,6,1,19,36,38,4,4,0,0,U2,9,1,1,7,52,0
3,1,1,1,1,16,66,26,4,4,0,0,U2,4,1,2,5,52,0
4,1,1,1,1,14,43,22,0,4,0,0,U5,9,4,1,14,18,1
4,1,1,1,6,13,24,58,4,4,0,0,U5,9,1,1,18,7,0
4,1,1,3,0,11,35,0,4,0,0,0,U5,3,1,0,18,0,0
4,1,1,0,2,13,0,77,0,4,0,0,U5,9,0,1,17,18,0
7,1,1,2,1,7,72,29,4,4,0,0,U1,11,1,1,23,18,0
5,1,1,2,2,13,55,46,4,4,0,0,U1,11,1,1,18,23,0
1,1,1,2,2,15,28,74,4,4,0,0,U1,1,1,1,16,18,0
1,2,1,2,0,9,0,27,0,0,0,0,U1,8,0,0,17,1,1
1,1,1,2,1,11,46,55,4,4,0,0,U5,4,1,1,5,18,0
1,1,1,1,1,16,25,55,4,4,0,0,U2,9,1,1,23,18,1
1,2,1,1,1,9,34,62,4,4,0,0,U2,9,1,1,23,18,1
1,1,4,1,2,20,23,24,4,4,0,0,U1,1,3,1,23,18,0
1,2,4,2,1,18,46,31,4,4,0,0,U1,9,1,1,51,18,0
1,2,1,1,0,15,41,0,4,0,0,0,U1,2,4,0,23,0,1
1,2,4,2,2,17,24,50,4,4,0,0,U1,9,0,1,4,18,1
4,1,4,1,0,18,37,22,4,0,0,0,U2,8,1,0,18,17,2
1,2,4,1,1,6,33,47,4,1,0,0,U1,9,0,1,4,18,0
1,1,1,2,2,14,56,59,0,0,0,0,U1,11,1,1,23,18,0
4,2,6,1,0,1,24,0,1,0,0,0,U2,2,5,0,51,0,3
1,2,4,2,2,6,39,29,0,0,0,0,U1,1,1,1,5,18,0
5,2,4,1,2,20,48,42,4,4,0,0,U2,1,1,1,51,18,0
4,2,6,1,0,5,38,0,4,0,0,0,U1,3,1,0,17,0,0
6,1,1,2,1,11,41,26,4,4,0,0,U2,1,1,1,5,18,0
4,1,1,2,1,12,17,23,4,4,0,0,U1,9,1,1,7,18,0
5,2,1,2,0,9,65,0,4,0,0,0,U5,2,0,0,4,0,0
4,2,1,2,0,10,29,0,4,0,0,0,U5,2,0,0,4,0,1
4,2,1,1,0,11,30,0,4,0,0,0,U5,2,1,0,7,0,0
4,2,1,1,1,11,30,29,4,1,0,0,U5,10,1,1,23,18,1
4,1,1,1,1,7,22,31,4,4,0,0,U5,9,1,1,7,18,0
1,1,1,2,1,14,33,33,4,4,0,0,U1,9,1,1,4,52,0
4,2,2,1,2,7,16,41,4,4,0,0,U2,9,1,1,16,18,0
1,1,1,1,1,9,68,29,4,4,0,0,U1,9,4,1,48,18,1
3,1,1,1,1,14,20,63,4,4,0,0,U1,1,2,4,5,18,2
4,2,1,1,2,16,17,62,4,4,0,0,U1,9,1,1,43,18,1
1,1,1,1,2,17,20,34,0,0,0,0,R2,1,4,0,12,52,0
4,1,1,1,2,16,49,48,4,4,0,0,R2,9,1,1,7,18,0
1,1,1,1,2,16,39,0,4,0,0,0,U1,9,1,0,7,17,0
5,1,4,1,0,2,0,0,0,0,0,0,U1,2,0,0,17,0,0
1,2,1,1,1,17,53,18,4,4,0,0,R1,5,4,1,16,18,3
1,1,6,1,3,15,48,38,4,4,0,0,U5,5,1,1,10,18,0
1,1,1,1,1,13,87,19,4,4,0,0,U5,1,1,0,11,18,0
4,1,1,1,1,10,23,27,4,4,0,0,U1,9,1,1,23,18,0
4,1,1,2,1,8,58,35,4,4,0,0,U5,9,1,1,3,52,0
4,1,3,2,2,17,29,45,0,0,0,0,U5,9,1,1,4,18,0
4,1,6,1,0,1,33,0,4,0,0,0,R5,2,1,0,17,0,0
4,1,4,2,1,18,36,48,4,4,0,0,U1,9,1,1,23,18,0
1,2,4,2,2,22,0,74,0,4,0,0,U2,9,0,1,17,18,1
4,1,1,1,1,16,23,50,4,4,0,0,R2,9,1,1,23,18,1
5,1,6,1,6,23,47,42,4,4,0,0,U1,11,1,1,17,17,1
1,1,4,2,1,19,63,59,4,4,0.12,0,U1,9,1,1,1,18,0
1,2,2,1,1,7,72,45,4,4,0,0,U5,4,1,5,23,18,0
1,1,1,1,2,14,17,54,4,4,0,0,U2,1,1,0,23,18,0
4,1,1,1,1,16,25,85,4,4,0,0,U1,9,1,1,51,52,1
4,1,1,1,0,9,43,0,4,0,0,0,R1,3,1,0,18,0,0
5,2,1,1,3,8,25,62,0,0,0,0,U2,11,1,1,7,18,0
1,1,1,1,2,8,30,59,4,4,0,0,U1,9,1,1,7,18,1
1,2,4,1,1,18,16,54,4,4,0,0,U1,1,1,1,23,18,0
1,2,4,1,1,18,61,43,4,4,0,0,U2,9,1,1,7,18,0
3,1,4,2,1,0,0,22,0,4,0,0,U1,5,0,4,20,18,1
1,1,4,2,1,21,33,60,4,4,0,0,U1,9,1,1,23,18,1
A,1,1,3,1,12,73,26,0,0,0,0,U1,1,0,1,23,18,1
1,1,3,1,2,18,82,46,4,4,0,0,U1,9,1,0,51,18,0
3,1,1,1,2,15,60,42,4,4,0,0,U1,4,2,1,10,18,0
4,2,4,2,2,1,22,38,0,4,0,0,U2,5,1,5,4,18,2
4,2,1,1,0,9,18,0,4,0,0,0,U5,2,0,0,4,0,0
5,2,4,1,2,7,22,39,4,4,0,0,U1,9,1,1,5,18,0
3,1,1,2,2,12,68,64,4,4,0,0,U1,10,1,1,5,18,0
1,1,4,2,1,18,18,66,4,4,0,0,U1,9,1,1,7,18,0
4,2,4,1,0,3,34,0,4,0,0,0,U5,2,1,0,17,0,0
4,1,1,6,0,16,56,0,0,0,0,0,U5,3,1,0,18,0,0
5,1,4,1,0,20,60,0,4,0,0,0,R3,3,1,0,18,0,0
4,1,6,1,0,23,26,0,4,0,0,0,R1,3,1,0,48,0,0
1,1,2,2,1,7,38,40,4,4,0,0,U1,10,1,1,10,52,0
1,7,1,1,1,14,20,46,0,0,0,0,U1,1,1,5,23,18,0
4,1,4,1,2,22,26,60,0,0,0,0,R1,9,1,1,3,18,1
4,1,1,2,2,16,0,33,0,4,0,0,U5,11,0,1,51,18,0
4,1,6,1,0,2,20,0,4,0,0,0,U5,2,1,0,14,0,1
4,1,1,1,1,16,17,59,4,4,0,0,U2,9,4,1,7,18,0
4,1,4,1,0,20,21,0,4,0,0,0,R5,2,1,0,23,0,0
4,1,6,12,0,1,25,0,0,0,0,0,U5,2,0,0,1,0,3
1,1,1,1,1,16,26,21,4,4,0,0,U1,4,4,4,5,18,1
4,1,3,12,12,17,25,26,0,0,0,0,U5,11,0,0,18,51,1
4,1,4,1,2,21,28,33,4,4,0,0,U5,9,1,1,16,18,0
3,2,4,1,1,19,21,59,4,4,0,0,U1,10,1,1,10,18,1
4,2,1,1,1,16,24,28,4,4,0,0,U5,9,1,1,7,18,0
4,1,1,2,4,18,44,60,4,4,0,0,U5,6,1,1,1,18,2
4,1,1,2,1,18,44,45,0,4,0,0,U5,11,1,1,1,18,0
1,2,4,1,1,19,16,21,4,4,0,0,U1,9,1,0,4,18,0
1,1,3,1,1,15,18,64,4,4,0,0,U1,9,1,1,23,18,0
1,2,1,1,2,8,18,50,4,2,0,0,U1,9,4,1,4,52,0
4,2,1,1,1,10,0,28,0,4,0,0,U2,11,0,1,17,18,1
1,1,1,1,2,12,95,68,4,4,0,0,U1,1,1,1,10,18,0
4,1,1,2,1,8,58,66,4,4,0,0,U5,11,1,1,5,18,0
4,1,1,2,1,15,44,29,4,4,0,0,U5,9,1,1,7,18,1
4,1,1,2,2,15,38,35,4,4,0,0,R1,5,1,1,2,18,3
4,1,4,1,1,22,23,0,4,0,0,0,U5,9,1,0,7,18,0
4,1,1,1,2,13,72,71,4,4,0,0,U1,9,1,1,7,18,0
1,2,1,2,2,9,26,65,4,4,0,0,U1,9,1,1,4,18,0
4,2,4,2,1,7,43,63,4,4,0,0,U5,11,1,1,4,18,0
4,1,1,1,3,11,55,61,4,4,0,0,U5,9,1,0,4,18,0
4,1,1,3,2,15,37,29,4,4,0,0,U5,9,1,1,7,18,0
4,1,1,1,1,14,48,43,4,4,0,0,U5,9,1,1,7,18,0
4,2,4,1,0,4,26,0,4,0,0,0,U5,2,4,0,4,0,0
4,1,1,1,0,10,29,0,4,0,0,0,U5,3,1,0,18,0,0
4,8,1,1,0,15,47,0,4,0,0,0,U5,2,1,0,4,0,2
4,1,1,1,1,14,55,57,4,4,0,0,U5,9,1,1,7,18,0
4,1,1,1,1,13,32,41,4,4,0,0,U5,9,1,1,4,18,0
3,7,1,2,2,13,49,56,4,4,0,0,U1,1,1,1,5,18,1
1,1,1,1,2,15,20,42,4,4,0,0,U1,10,0,4,20,18,1
5,1,1,2,1,14,43,48,4,4,0,0,U1,9,1,1,50,18,1
4,9,6,0,1,0,0,0,0,0,0,0,R5,7,0,0,17,0,0
4,1,1,12,0,16,19,0,0,0,0,0,R3,6,0,0,4,0,2
4,4,6,1,0,7,22,0,4,0,0,0,R2,2,4,0,4,0,0
4,2,6,2,0,6,42,0,4,0,0,0,U1,3,1,0,18,0,0
2,1,1,1,2,15,20,70,4,4,0,0,U1,9,1,1,23,18,0
5,2,1,1,1,13,19,69,4,4,0,0,U1,9,5,1,23,18,0
1,1,1,1,2,15,65,66,4,4,0,0,U1,9,1,1,43,52,0
4,2,4,2,0,0,28,0,4,0,0,0,U5,6,1,0,4,0,2
1,1,4,2,0,21,20,32,4,0,0,0,U1,8,1,0,22,18,2
4,1,1,2,1,16,58,52,4,4,0,0,U5,9,1,1,23,18,0
1,2,5,1,1,21,18,31,4,4,0,0,U1,9,1,1,17,18,1
5,1,6,1,2,17,26,36,4,4,0,0,U1,9,1,1,7,18,1
4,2,1,1,2,14,19,28,4,4,0,0,U5,9,0,1,4,18,0
4,2,1,2,0,15,57,0,4,0,0,0,R5,11,1,0,17,5,1
4,2,1,1,2,14,27,30,4,4,0,0,U5,9,1,1,7,18,0
4,2,1,1,1,13,35,56,4,4,0,0,U5,9,1,1,7,18,1
4,2,1,1,0,13,44,0,4,0,0,0,U5,2,1,0,4,0,0
6,2,1,2,1,16,72,46,4,4,0,0,U3,1,5,1,23,18,0
2,2,1,2,1,14,37,55,4,4,0,0,U3,9,1,1,4,18,2
3,1,1,2,1,10,39,24,4,4,0,0,U1,4,1,1,5,18,1
4,2,1,1,1,16,20,64,4,4,0,0,U5,9,1,1,17,18,0
4,2,1,1,0,7,28,0,4,0,0,0,R2,2,1,0,4,0,0
4,2,1,2,0,9,38,0,4,0,0,0,U5,2,1,0,4,0,0
4,1,1,3,0,13,40,0,4,0,0,0,U5,2,1,0,16,0,0
4,2,4,1,0,6,22,0,4,0,0,0,U5,2,1,0,4,0,0
4,2,1,1,2,13,57,50,4,4,0,0,U5,9,1,1,4,52,1
4,2,4,1,0,7,28,0,4,0,0,0,U5,2,1,0,5,0,0
1,1,4,1,2,0,36,60,4,4,0,0,U5,4,1,1,5,18,0
1,2,4,2,1,18,57,51,4,4,0,0,U5,1,1,1,11,18,1
1,1,4,1,2,21,73,16,4,4,0,0,U1,11,1,1,5,18,0
1,2,1,2,2,8,46,50,4,4,0,0,U2,9,1,1,7,18,1
4,2,1,1,0,13,51,0,4,0,0,0,U1,2,1,0,31,0,0
4,2,4,2,1,18,55,0,4,0,0,0,U2,11,1,0,18,17,0
4,1,1,1,1,10,25,33,4,4,0,0,U5,9,1,1,7,18,1
4,2,1,1,0,12,22,0,4,0,0,0,U5,2,4,0,17,0,0
4,2,1,1,0,15,36,0,4,0,0,0,U1,2,4,0,4,0,2
4,1,1,2,1,13,23,31,4,4,0,0,U5,9,1,1,4,18,2
1,2,1,2,3,11,25,34,4,4,0,0,U1,9,4,0,23,18,1
4,2,1,1,0,12,22,0,4,0,0,0,U1,2,1,0,4,0,1
4,2,1,1,0,11,19,0,4,0,0,0,U5,2,5,0,4,0,0
4,2,1,2,0,12,39,0,2,0,0,0,U5,2,1,0,4,0,0
4,2,1,1,0,11,61,0,4,0,0,0,U1,2,1,0,4,0,0
1,2,1,2,0,10,32,0,4,0,0,0,U1,2,1,0,4,0,0
4,1,1,2,2,8,70,35,4,4,0,0,U1,11,1,0,23,18,1
1,1,1,6,0,12,48,0,4,0,0,0,U1,6,0,0,23,0,1
4,2,1,1,0,11,22,0,4,0,0,0,U5,2,0,0,4,0,1
4,2,4,2,0,6,22,0,4,0,0,0,U5,2,1,0,4,0,0
4,1,1,2,1,9,20,32,4,4,0,0,U5,9,4,1,4,18,0
4,2,6,1,6,4,48,37,4,4,0,0,U5,11,2,1,23,18,1
4,2,1,1,2,11,49,33,4,4,0,0,U1,11,1,1,17,18,0
4,1,1,1,2,7,22,38,4,4,0,0,U5,9,1,1,18,18,0
5,1,1,1,2,7,47,27,4,4,0,0,U5,11,1,1,17,18,0
4,2,1,1,0,9,0,0,0,0,0,0,U5,2,0,0,17,0,0
4,2,2,1,0,7,66,0,4,0,0,0,U5,2,1,0,4,0,1
2,1,1,1,1,10,23,28,4,4,0,0,U1,9,5,1,45,18,1
5,1,4,1,2,6,18,38,4,4,0,0,U1,9,1,1,4,18,0
4,1,1,1,1,10,77,22,4,4,0,0,U5,9,1,1,23,18,1
4,2,4,1,0,3,25,0,4,0,0,0,U1,2,1,0,23,0,1
4,1,1,1,1,7,43,57,4,4,0,0,U5,11,1,1,5,5,1
4,2,4,1,0,7,36,0,4,0,0,0,U5,2,1,0,4,0,0
4,2,1,2,0,9,52,0,4,0,0,0,U5,2,1,0,4,0,0
1,1,1,12,2,11,31,56,0,1,0,0,U1,1,0,0,18,18,1
1,1,1,1,2,12,34,52,4,4,0,0,U1,9,1,1,7,18,1
4,1,1,1,1,11,74,28,4,4,0,0,U5,11,1,1,23,18,0
4,1,1,1,2,10,41,30,4,4,0,0,U5,9,1,1,18,18,0
4,1,1,1,2,10,20,35,4,4,0,0,U5,9,1,1,18,18,0
3,1,1,1,2,11,20,22,4,4,0,0,U2,1,1,1,5,18,1
1,1,1,1,1,12,70,56,4,4,0,0,U1,4,1,1,5,18,0
1,1,1,12,1,13,49,48,0,4,0,0,U1,6,0,1,18,18,0
1,1,4,1,1,17,32,21,4,4,0,0,U1,11,1,1,50,52,1
1,1,1,1,2,9,22,47,4,4,0,0,U1,1,1,1,23,18,0
4,1,6,1,0,19,21,0,4,0,0,0,R5,3,4,0,18,0,0
4,1,6,2,2,17,25,74,4,4,0,0,R5,9,5,1,23,18,0
4,1,6,1,1,18,83,47,4,4,0.13,0,R5,11,1,1,1,18,0
4,2,6,6,2,18,36,19,4,4,0,0,U5,11,0,1,7,18,1
4,1,6,1,0,3,57,0,4,0,0,0,R3,3,1,0,18,0,0
1,1,4,1,0,21,19,0,4,0,0,0,U1,2,4,0,14,0,0
4,1,4,1,1,17,20,23,4,4,0,0,U1,9,4,1,7,18,0
4,1,4,1,0,21,41,0,4,0,0,0,U1,2,1,0,18,0,0
1,1,4,2,1,23,67,18,4,4,0,0,U1,9,0,0,4,18,0
4,1,4,1,0,23,39,0,4,0,0,0,U5,2,5,0,3,0,0
2,1,6,1,1,18,21,50,4,4,0,0,U1,9,1,1,23,18,1
4,1,1,6,2,10,33,44,2,4,0,0,U5,11,1,1,17,18,0
1,1,4,1,2,18,59,36,4,4,0,0,U5,1,1,1,11,18,1
4,1,4,6,5,21,31,0,4,0,0,0,R3,6,0,0,23,0,0
1,2,1,2,1,13,0,47,0,4,0,0,U5,1,0,1,5,18,0
1,2,6,1,1,7,19,18,4,4,0,0,U1,9,1,1,4,18,0
4,2,4,2,0,20,33,0,0,0,0.24,0,R2,2,0,0,1,0,2
4,2,6,2,1,0,56,46,4,4,0,0,U5,7,4,1,17,0,2
1,1,1,2,1,15,23,61,4,4,0,0,U1,9,0,1,23,18,0
1,2,4,1,1,23,23,22,4,4,0,0,U1,4,1,1,11,18,1
4,1,1,1,1,13,28,50,4,4,0,0,U2,9,1,1,23,18,0
1,1,1,1,2,16,63,29,4,4,0,0,U2,11,1,1,17,18,0
1,1,4,2,2,18,58,56,4,4,0,0,U2,9,1,1,17,18,0
1,1,1,2,1,16,47,34,4,4,0,0,U1,9,1,1,23,18,0
5,1,1,2,2,12,62,29,4,4,0,0,U1,9,4,1,23,18,1
1,7,4,1,1,0,29,29,4,4,0,0,U1,9,1,1,23,18,1
1,2,4,1,1,23,31,48,4,4,0,0,U1,9,1,1,51,18,0
1,2,4,2,0,21,50,0,4,0,0,0,U1,2,1,0,16,0,0
4,1,4,2,1,19,57,34,0,4,0.15,0,U1,11,0,1,1,18,0
1,2,3,2,2,18,35,53,4,4,0,0,U2,1,1,1,23,52,0
1,2,1,2,1,14,44,28,4,4,0,0,U1,9,1,1,23,18,0
B,1,4,2,2,19,42,53,4,4,0,0,U2,11,1,1,18,18,0
1,1,1,2,1,11,51,37,0,0,0,0,U1,11,1,1,5,18,0
4,2,6,1,0,23,21,0,4,0,0,0,R2,2,0,0,1,0,1
4,1,6,2,1,4,55,43,4,4,0,0,U1,11,0,0,5,18,0
5,2,4,2,0,0,19,0,4,0,0,0,U5,2,0,0,4,0,2
1,2,1,2,2,13,23,0,4,0,0,0,U1,7,1,0,17,0,0
5,2,4,2,2,6,53,45,4,4,0,0,U1,11,1,1,5,18,0
